,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost Price
9307,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,14.88,2,0.0,3.72,5.58
9308,Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,45.48,4,0.0,15.918,7.390499999999999
9309,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,25.44,6,0.0,9.9216,2.5864000000000003
9310,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,146.688,8,0.2,45.84,15.127199999999997
9311,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,1.9219199999999999
9312,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,63.488,4,0.2,4.7616,17.617919999999998
9313,Same Day,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,418.32,7,0.0,117.1296,43.0272
9314,Same Day,Corporate,Detroit,Michigan,Central,Office Supplies,Appliances,123.85799999999999,2,0.1,46.7908,42.386959999999995
9315,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,118.78200000000001,3,0.4,-27.7158,68.36564
9316,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,769.184,4,0.2,-163.4516,279.79067999999995
9317,Standard Class,Consumer,Carrollton,Texas,Central,Technology,Accessories,47.903999999999996,1,0.2,-2.9939999999999998,61.07759999999999
9318,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,13.36,2,0.0,6.4128,3.4736
9319,Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,163.764,2,0.1,25.4744,76.05928000000002
9320,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,183.92,4,0.0,31.2664,38.163399999999996
9321,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,11.376,3,0.6,-5.688,9.1008
9322,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928,60.16192
9323,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,211.04,8,0.0,97.0784,14.245199999999999
9324,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,594.816,2,0.2,59.4816,321.20064
9325,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,72.96,3,0.2,23.712,19.699199999999994
9326,First Class,Consumer,Edmonds,Washington,West,Furniture,Furnishings,80.96,4,0.0,34.8128,11.536799999999998
9327,First Class,Consumer,Edmonds,Washington,West,Technology,Phones,455.712,2,0.2,34.1784,252.92015999999998
9328,First Class,Consumer,Edmonds,Washington,West,Office Supplies,Art,25.98,1,0.0,7.2744,18.7056
9329,First Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,45.28,4,0.0,15.3952,7.4712
9330,Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,15.56,2,0.0,7.3132,4.1234
9331,Standard Class,Corporate,Springfield,Oregon,West,Technology,Phones,859.2,3,0.2,75.18,313.60799999999995
9332,Second Class,Consumer,Georgetown,Kentucky,South,Office Supplies,Appliances,195.68,4,0.0,50.8768,36.2008
9333,Second Class,Consumer,Georgetown,Kentucky,South,Office Supplies,Fasteners,14.2,4,0.0,6.6739999999999995,1.8815
9334,First Class,Consumer,Coral Springs,Florida,South,Furniture,Bookcases,314.35200000000003,3,0.2,-15.7176,132.02784000000003
9335,First Class,Consumer,Coral Springs,Florida,South,Office Supplies,Labels,4.6080000000000005,2,0.2,1.4976,1.8662400000000001
9336,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Fasteners,17.9,5,0.0,8.771,1.8257999999999996
9337,Second Class,Corporate,San Francisco,California,West,Office Supplies,Binders,2.992,1,0.2,1.122,2.2439999999999998
9338,Second Class,Corporate,San Francisco,California,West,Office Supplies,Binders,20.064,6,0.2,7.0224,2.60832
9339,Second Class,Corporate,San Francisco,California,West,Office Supplies,Paper,146.73,3,0.0,68.9631,25.922299999999996
9340,Second Class,Corporate,San Francisco,California,West,Office Supplies,Labels,18.75,5,0.0,9.0,1.95
9341,Second Class,Corporate,San Francisco,California,West,Technology,Phones,117.57600000000001,3,0.2,11.7576,42.327360000000006
9342,Standard Class,Home Office,Riverside,California,West,Office Supplies,Binders,51.184,7,0.2,19.194000000000003,5.483999999999999
9343,First Class,Home Office,Troy,Ohio,East,Furniture,Tables,455.97,5,0.4,-106.39299999999999,157.46164000000002
9344,First Class,Home Office,Troy,Ohio,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,3.56235
9345,First Class,Home Office,Troy,Ohio,East,Technology,Phones,57.593999999999994,1,0.4,-11.5188,96.75791999999998
9346,First Class,Home Office,Troy,Ohio,East,Furniture,Furnishings,30.144000000000002,2,0.2,8.2896,13.11264
9347,First Class,Home Office,Troy,Ohio,East,Furniture,Chairs,899.43,5,0.3,-12.849,237.19254
9348,Standard Class,Consumer,Moreno Valley,California,West,Furniture,Furnishings,842.72,8,0.0,202.2528,80.0584
9349,Standard Class,Consumer,Moreno Valley,California,West,Furniture,Furnishings,41.96,2,0.0,10.9096,15.525200000000002
9350,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,13.216,4,0.2,4.4604,2.62668
9351,Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,184.752,3,0.2,-20.7846,82.21464
9352,First Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,520.464,2,0.3,-14.8704,347.96736000000004
9353,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,11.424000000000001,3,0.2,3.7128,3.0844800000000006
9354,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696
9355,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Art,3.64,2,0.0,1.0192,1.3104
9356,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Paper,18.54,2,0.0,8.7138,4.913099999999999
9357,Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,43.12,5,0.2,15.092,6.726719999999999
9358,Second Class,Corporate,New York City,New York,East,Furniture,Tables,313.722,3,0.4,-99.3453,192.76474
9359,Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,45.98,1,0.0,7.8166,38.163399999999996
9360,Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,428.68,7,0.0,0.0,61.24
9361,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,30.576,6,0.2,10.3194,4.05132
9362,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,13.02,7,0.0,0.3906,1.8042
9363,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,22.14,3,0.0,6.4206,5.2398
9364,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,359.32,4,0.0,7.1864,88.0334
9365,First Class,Consumer,Saint Charles,Missouri,Central,Office Supplies,Paper,11.56,2,0.0,5.6644,2.9478000000000004
9366,Standard Class,Consumer,Long Beach,New York,East,Office Supplies,Binders,68.48,2,0.2,25.68,25.680000000000003
9367,Standard Class,Consumer,Long Beach,New York,East,Office Supplies,Storage,1676.88,6,0.0,83.844,265.50600000000003
9368,First Class,Corporate,Lakewood,New Jersey,East,Office Supplies,Paper,37.94,2,0.0,18.2112,9.864399999999998
9369,Second Class,Corporate,Clinton,Maryland,East,Furniture,Chairs,272.97,3,0.0,43.6752,76.43160000000002
9370,First Class,Corporate,Columbus,Ohio,East,Furniture,Furnishings,41.568000000000005,4,0.2,-4.1568,13.71744
9371,First Class,Corporate,Columbus,Ohio,East,Furniture,Chairs,317.058,3,0.3,-86.0586,174.68386
9372,First Class,Corporate,Columbus,Ohio,East,Office Supplies,Fasteners,8.04,5,0.2,2.9145,1.2301199999999997
9373,Standard Class,Consumer,Pasadena,California,West,Technology,Phones,419.944,7,0.2,52.493,62.9916
9374,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Supplies,61.38,6,0.0,15.9588,7.5702
9375,Second Class,Consumer,Los Angeles,California,West,Technology,Accessories,50.0,2,0.0,10.5,19.75
9376,Standard Class,Consumer,East Orange,New Jersey,East,Technology,Accessories,31.8,3,0.0,13.674000000000001,6.041999999999999
9377,Standard Class,Corporate,Eau Claire,Wisconsin,Central,Office Supplies,Storage,32.56,2,0.0,8.4656,12.0472
9378,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Envelopes,7.072,2,0.2,2.3868,2.81112
9379,Second Class,Consumer,Tampa,Florida,South,Office Supplies,Paper,45.528,3,0.2,15.9348,11.83728
9380,Second Class,Consumer,Tampa,Florida,South,Furniture,Chairs,64.78399999999999,1,0.2,6.4784,69.96671999999998
9381,Second Class,Consumer,Tampa,Florida,South,Office Supplies,Storage,424.272,2,0.2,-10.6068,260.92728
9382,Second Class,Consumer,Tampa,Florida,South,Office Supplies,Art,1.344,1,0.2,0.504,1.008
9383,Second Class,Consumer,Tampa,Florida,South,Office Supplies,Storage,83.92,5,0.2,-1.0490000000000002,20.39256
9384,Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,25.92,4,0.0,12.4416,3.3696000000000006
9385,Standard Class,Consumer,Mesa,Arizona,West,Furniture,Furnishings,120.57600000000001,8,0.2,33.1584,13.11264
9386,Standard Class,Consumer,Burlington,Vermont,East,Office Supplies,Paper,79.92,4,0.0,37.5624,10.589400000000001
9387,Standard Class,Consumer,Burlington,Vermont,East,Office Supplies,Paper,12.28,1,0.0,5.7716,6.508399999999999
9388,Standard Class,Consumer,Burlington,Vermont,East,Office Supplies,Appliances,542.94,3,0.0,152.0232,130.30560000000003
9389,Standard Class,Consumer,Burlington,Vermont,East,Office Supplies,Envelopes,2.04,1,0.0,0.9588,1.0812
9390,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,228.92,5,0.2,14.3075,51.507
9391,First Class,Corporate,Aurora,Illinois,Central,Technology,Phones,7.992000000000001,1,0.2,2.5974,6.473520000000001
9392,Same Day,Corporate,Denver,Colorado,West,Furniture,Chairs,582.336,8,0.2,-29.1168,91.71792
9393,First Class,Consumer,New York City,New York,East,Technology,Phones,629.95,5,0.0,157.4875,94.4925
9394,First Class,Consumer,New York City,New York,East,Furniture,Chairs,631.7819999999999,2,0.1,140.39600000000002,270.2623
9395,First Class,Consumer,New York City,New York,East,Furniture,Bookcases,801.568,2,0.2,-10.0196,486.95255999999995
9396,First Class,Consumer,New York City,New York,East,Office Supplies,Labels,75.18,6,0.0,35.3346,6.640900000000001
9397,First Class,Consumer,New York City,New York,East,Office Supplies,Appliances,30.98,1,0.0,8.0548,22.9252
9398,First Class,Consumer,New York City,New York,East,Technology,Phones,1349.91,9,0.0,661.4559,76.4949
9399,Standard Class,Consumer,Arlington Heights,Illinois,Central,Office Supplies,Art,14.112,6,0.2,1.2348,2.57544
9400,Standard Class,Consumer,Newport News,Virginia,South,Office Supplies,Envelopes,31.12,4,0.0,14.6264,4.1234
9401,Standard Class,Consumer,Tucson,Arizona,West,Furniture,Furnishings,4.272,2,0.2,0.9612,1.9864800000000002
9402,Second Class,Consumer,New York City,New York,East,Furniture,Tables,209.148,2,0.4,-66.2302,192.76474
9403,Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,1591.02,6,0.0,286.3836,217.43939999999998
9404,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,7.92,5,0.2,1.683,1.49688
9405,First Class,Home Office,Chicago,Illinois,Central,Technology,Machines,574.91,2,0.3,156.047,272.26095
9406,First Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,8.448,2,0.2,2.64,3.4848
9407,Second Class,Consumer,New York City,New York,East,Technology,Accessories,1071.0,9,0.0,171.36,99.96
9408,Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,12.07,1,0.0,3.9831,8.0869
9409,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.273,1,0.7,-2.5093,9.82991
9410,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,87.92,5,0.2,15.386,17.408160000000002
9411,Second Class,Corporate,Glendale,Arizona,West,Office Supplies,Storage,104.696,1,0.2,6.5435,117.783
9412,First Class,Consumer,Los Angeles,California,West,Furniture,Chairs,2803.92,5,0.2,0.0,672.9408
9413,First Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,6.816,2,0.8,-11.5872,16.56288
9414,Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,249.584,2,0.2,15.599,140.391
9415,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,17.94,3,0.0,8.7906,3.0498000000000007
9416,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,10.11,3,0.0,3.2352,2.2916
9417,Standard Class,Home Office,Fayetteville,North Carolina,South,Office Supplies,Paper,10.368,2,0.2,3.6288,4.04352
9418,Standard Class,Home Office,Fayetteville,North Carolina,South,Office Supplies,Paper,11.952,3,0.2,4.0338,3.1672799999999994
9419,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212,48.640679999999996
9420,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Appliances,21.984,6,0.8,-56.0592,23.412959999999998
9421,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,604.752,6,0.2,60.4752,108.85536
9422,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Supplies,40.7,5,0.0,11.802999999999999,5.779400000000001
9423,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,302.376,3,0.2,37.797,105.83159999999998
9424,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,45.0,3,0.0,4.95,13.35
9425,Second Class,Consumer,New York City,New York,East,Furniture,Chairs,3785.292,6,0.1,420.588,616.8624000000001
9426,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Art,35.4,5,0.0,13.452,4.3896
9427,Standard Class,Corporate,Buffalo,New York,East,Furniture,Furnishings,199.9,5,0.0,39.98,31.984
9428,Standard Class,Corporate,Huntsville,Texas,Central,Furniture,Chairs,1212.96,8,0.3,-69.312,208.3692
9429,Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,1099.96,5,0.2,82.49700000000001,244.19111999999996
9430,Standard Class,Corporate,Dallas,Texas,Central,Furniture,Tables,103.48100000000001,1,0.3,-16.2613,155.66499000000002
9431,Same Day,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,5.904,2,0.2,1.9926,2.34684
9432,Standard Class,Consumer,Peoria,Arizona,West,Technology,Accessories,30.08,2,0.2,-5.263999999999999,21.206399999999995
9433,Standard Class,Consumer,Peoria,Arizona,West,Office Supplies,Paper,36.288000000000004,7,0.2,12.7008,4.043520000000001
9434,Standard Class,Consumer,Peoria,Arizona,West,Office Supplies,Art,10.272,3,0.2,1.1556,3.64656
9435,Standard Class,Consumer,Peoria,Arizona,West,Technology,Accessories,252.8,4,0.2,-31.6,85.32000000000001
9436,Same Day,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.946,2,0.7,-2.0622,4.25697
9437,Standard Class,Consumer,Oceanside,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,3.3696000000000006
9438,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,285.57599999999996,4,0.4,-57.1152,119.94191999999998
9439,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Supplies,22.24,2,0.2,2.502,11.842799999999999
9440,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,14.62,2,0.0,6.7252,3.9473999999999996
9441,Second Class,Consumer,Kent,Ohio,East,Office Supplies,Appliances,48.36,5,0.2,6.045,10.155599999999998
9442,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Art,16.256,2,0.2,1.2192,9.022079999999999
9443,Standard Class,Home Office,Jacksonville,Florida,South,Technology,Phones,219.18400000000003,2,0.2,19.1786,120.00324000000002
9444,First Class,Corporate,Coppell,Texas,Central,Technology,Phones,95.84,4,0.2,34.742,18.3294
9445,Standard Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Labels,12.39,3,0.0,5.6994,2.2302000000000004
9446,Standard Class,Consumer,Lawrence,Indiana,Central,Office Supplies,Paper,35.88,6,0.0,16.146,3.289
9447,Standard Class,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,477.3,5,0.0,138.417,67.7766
9448,Standard Class,Home Office,Redmond,Washington,West,Office Supplies,Labels,12.32,4,0.0,5.9136,1.6016000000000001
9449,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,8.607999999999999,2,0.2,3.0128,3.3571199999999988
9450,Standard Class,Home Office,Spokane,Washington,West,Office Supplies,Storage,136.26,9,0.0,5.4504,14.534399999999998
9451,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,186.15,3,0.0,55.845,43.435
9452,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,81.792,6,0.2,26.5824,11.041920000000001
9453,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,47.19,3,0.0,13.6851,11.1683
9454,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,36.784,2,0.2,-8.2764,27.03624
9455,Second Class,Home Office,Chattanooga,Tennessee,South,Technology,Machines,91.475,1,0.5,-1.8295,139.95675
9456,Standard Class,Corporate,Greensboro,North Carolina,South,Technology,Accessories,27.191999999999997,3,0.2,0.3399,10.740839999999999
9457,Standard Class,Corporate,Greensboro,North Carolina,South,Office Supplies,Binders,12.06,5,0.7,-10.05,7.517399999999999
9458,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,144.6,3,0.0,41.934,34.222
9459,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,15.992,1,0.2,-2.9985,22.7886
9460,Second Class,Home Office,New York City,New York,East,Office Supplies,Paper,34.44,3,0.0,17.22,5.739999999999999
9461,Standard Class,Home Office,Lakewood,California,West,Technology,Phones,321.552,6,0.2,20.097,60.291000000000004
9462,Second Class,Corporate,Louisville,Kentucky,South,Furniture,Chairs,701.96,2,0.0,168.4704,266.7448
9463,First Class,Consumer,Columbus,Ohio,East,Office Supplies,Art,19.456,4,0.2,3.4048,4.81536
9464,Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Labels,17.28,6,0.0,7.9488,1.5552000000000001
9465,Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,31.96,2,0.0,1.598,15.181000000000001
9466,Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,164.688,6,0.2,55.5822,21.821159999999995
9467,Second Class,Consumer,New York City,New York,East,Furniture,Tables,166.5,2,0.4,-66.6,163.17
9468,Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208,3.3696000000000006
